Probe Name	Accession #	NS Probe ID	Class Name	Analyte Type	Class Active	BT549 ABCB1 24 minus doxy.RCC	BT549 ABCB1 24 plus doxy.RCC	BT549 ABCB1 4 minus doxy.RCC	BT549 ABCB1 4 plus doxy.RCC	BT549 ABCB1 72 minus doxy.RCC	BT549 ABCB1 72 plus doxy.RCC	BT549 GFP 24 minus doxy.RCC	BT549 GFP 24 plus doxy.RCC	BT549 GFP 4 minus doxy.RCC	BT549 GFP 4 plus doxy.RCC	BT549 GFP 72 minus doxy.RCC	BT549 GFP 72 plus doxy.RCC	CAMA-1 ABCB1 24 minus doxy.RCC	CAMA-1 ABCB1 24 plus doxy.RCC	CAMA-1 ABCB1 4 minus doxy.RCC	CAMA-1 ABCB1 4 plus doxy.RCC	CAMA-1 ABCB1 72 minus doxy.RCC	CAMA-1 ABCB1 72 plus doxy.RCC	CAMA-1 GFP 24 minus doxy.RCC	CAMA-1 GFP 24 plus doxy.RCC	CAMA-1 GFP 4 minus doxy.RCC	CAMA-1 GFP 4 plus doxy.RCC	CAMA-1 GFP 72 minus doxy.RCC	CAMA-1 GFP 72 plus doxy.RCC	HCC1428 ABCB1 24 minus doxy.RCC	HCC1428 ABCB1 24 plus doxy.RCC	HCC1428 ABCB1 4 minus doxy.RCC	HCC1428 ABCB1 4 plus doxy.RCC	HCC1428 ABCB1 72 minus doxy.RCC	HCC1428 ABCB1 72 plus doxy.RCC	HCC1428 GFP 24 minus doxy.RCC	HCC1428 GFP 24 plus doxy.RCC	HCC1428 GFP 4 minus doxy.RCC	HCC1428 GFP 4 plus doxy.RCC	HCC1428 GFP 72 minus doxy.RCC	HCC1428 GFP 72 plus doxy.RCC	Hs578T ABCB1 24 minus doxy.RCC	Hs578T ABCB1 24 plus doxy.RCC	Hs578T ABCB1 4 minus doxy.RCC	Hs578T ABCB1 4 plus doxy.RCC	Hs578T ABCB1 72 minus doxy.RCC	Hs578T Abcb1 72 plus doxy.RCC	Hs578T GFP 24 minus doxy.RCC	Hs578T GFP 24 plus doxy.RCC	Hs578T GFP 4 minus doxy.RCC	Hs578T GFP 4 plus doxy.RCC	Hs578T GFP 72 minus doxy.RCC	Hs578T GFP 72 plus doxy.RCC	MCF7 ABCB1 24 minus doxy.RCC	MCF7 ABCB1 24 plus doxy.RCC	MCF7 ABCB1 72 minus doxy.RCC	MCF7 ABCB1 72 plus doxy.RCC	MCF7 GFP 24 minus doxy.RCC	MCF7 GFP 24 plus doxy.RCC	MCF7 GFP 72 minus doxy.RCC	MCF7 GFP 72 plus doxy.RCC	T47D ABCB1 24 minus doxy.RCC	T47D ABCB1 24 plus doxy.RCC	T47D ABCB1 4 minus doxy.RCC	T47D ABCB1 4 plus doxy.RCC	T47D ABCB1 72 minus doxy.RCC	T47D ABCB1 72 plus doxy.RCC	T47D GFP 24 minus doxy.RCC	T47D GFP 24 plus doxy.RCC	T47D GFP 4 minus doxy.RCC	T47D GFP 4 plus doxy.RCC	T47D GFP 72 minus doxy.RCC	T47D GFP 72 plus doxy.RCC	ZR-75-1 ABCB1 24 minus doxy.RCC	ZR-75-1 ABCB1 24 plus doxy.RCC	ZR-75-1 ABCB1 4 minus doxy.RCC	ZR-75-1 ABCB1 4 plus doxy.RCC	ZR-75-1 ABCB1 72 minus doxy.RCC	ZR-75-1 ABCB1 72 plus doxy.RCC	ZR-75-1 GFP 24 minus doxy.RCC	ZR-75-1 GFP 24 plus doxy.RCC	ZR-75-1 GFP 4 minus doxy.RCC	ZR-75-1 GFP 4 plus doxy.RCC	ZR-75-1 GFP 72 minus doxy.RCC	ZR-75-1 GFP 72 plus doxy.RCC
TNFAIP2	NM_006291.2	NM_006291.2:1954	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	44.45	34.7	20	20	20	20	33.03	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	52.99	52.99	71.36	68.57	56.75	45.99	57.93	35.76	40.31	34.71	61.09	46.82	20	20	20	20	20	20	20	20	57.72	62.34	31.41	32.79	53.8	41.52	41.66	196.33	33.41	35.21	44.47	93.67	43.4	46.02	55.38	53.06	41.7	42.15	40.87	44.26	51.3	36.03	44.9	43.95
TNFAIP3	NM_006290.2	NM_006290.2:260	Endogenous	mRNA	2	20	20.83	53.48	48.84	22.16	20	23.45	21.97	49.24	49.82	21.83	20	20	20	34.57	32.46	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	114.81	73.17	148.13	141.53	115.5	76.31	63.28	163.36	110.52	89.25	56	100.12	20	20	20	20	20	58.83	20	44.29	20	20	20	20	20	20	20	235.38	20	20	20	107.38	20	20	20	20	20	20	20	20	20	20	20	20
TNFRSF10B	NM_003842.3	NM_003842.3:565	Endogenous	mRNA	2	73.52	106.01	83.08	85.26	65.1	92.4	82.45	71.64	84	83.34	77.77	89.55	20	20	27.16	23.5	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	169.07	158.97	181.65	231.2	197.14	199.66	153.29	210.5	180.73	189.42	152.72	172.87	37.16	43.26	39.3	44.87	37.19	49.02	54.93	69.21	48.92	58.31	36.32	48.69	40.35	48.44	43.74	105.55	30.77	44.01	43.2	110.43	70.04	72.61	55.38	69.39	63.5	73.06	63.75	51.14	61.56	50.44	50.03	67.21
TNFRSF10D	NM_003840.3	NM_003840.3:2380	Endogenous	mRNA	2	23.72	20	20	20.69	27.01	20	29.5	28.66	38.62	20.83	21.83	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	164.02	172.84	144.89	167.91	138.4	156.8	126.55	93.47	126.12	114.05	117.08	152.7	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
TNFRSF11B	NM_002546.2	NM_002546.2:1075	Endogenous	mRNA	2	26.09	20	23.87	21.52	31.17	20	29.5	23.88	31.86	39.86	21.83	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	140.05	97.15	173	161.75	165.28	103.49	81.99	38.2	91.01	52.56	90.36	52.58	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
TYMP	NM_001953.3	NM_001953.3:719	Endogenous	mRNA	2	20	20	20.05	20	20	20	20	20	20	24.46	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	78.11	20	20	20	31.22	58.2	94.09	81.67	70.41	81.51	84.3	73.56	66.88	72.96	65.88	101.35	75.83
UBB	NM_018955.2	NM_018955.2:795	Endogenous	mRNA	2	9983.35	10630.56	9922.91	9229.18	9574.31	10666.66	10316.83	10918.96	10288.48	9410.15	10723.4	10617.87	11601.32	11703.73	10810.81	9504.58	9653.14	11352.46	12549.6	11639.58	8753.27	10293.11	11233.4	11361.71	6370.75	6376.97	5947	5569.66	6227.09	6132.75	6173.95	6580.04	5781.64	5369.4	6035.18	6670.59	13409.31	13340.48	12512.34	12181.61	12881.71	13565.13	14801.03	9570.98	15134.22	15159.21	15291.97	12382.95	7886.52	8061.66	7618.77	8345.37	7566.01	6832.02	6638.58	6501.97	4311.5	5009.96	4222.33	4043.89	4721.8	4602.6	4211.42	3176.08	4216.23	4370.74	4329.68	3038.63	9269.62	10287.13	8933.49	9416.87	9974.64	9930.67	8720.7	9369.51	9866.17	9178.45	9539.57	9482.07
UBC	NM_021009.6	NM_021009.6:207	Endogenous	mRNA	2	20	20	20	20	20	22.11	20	20	20	20	20	20.45	20	20	20	24.62	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20.3	20	24.13	23.56	20	20	32.62	20.83	20	23.74	20	27.95	20	20	20	25.34	21.43	20	28.1	20	20	20	20	20	20
ULBP1	NM_025218.2	NM_025218.2:1635	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	47.94	50.47	25.95	29.01	49.78	55.4	40.1	78.84	20	32.73	52.18	28.09	20	20	20	20	20	20	23.65	24.92	24.46	33.18	24.54	24.84	21.73	44.48	32.28	53.83	24.62	29.04	26.68	61.69	20	20	20	20	20	20	20	20	20	20	20	20
UPP1	NM_003364.2	NM_003364.2:925	Endogenous	mRNA	2	47.43	30.64	65.89	62.91	53.33	33.17	64.3	38.21	74.34	57.98	68.22	40.19	20	20	20	20	20	20	20	20	20	20	20	20	25.96	21.34	32.68	24.98	20	20	25.75	20	20	20	20	22.96	155.19	82.01	110.29	138.9	130.43	85.72	77.53	107.28	119.62	113.05	92.9	92.92	20	20	20	20	20	20	20	20	20	20	29.45	25.83	33.11	28.67	22.91	32.72	20	21.12	30.49	28.94	20	20	27.22	25.51	23.69	20	20	21.64	20	20	20	20
USP18	NM_017414.3	NM_017414.3:319	Endogenous	mRNA	2	37.16	33.7	36.29	23.18	33.94	45.81	29.5	55.4	38.62	45.29	36.84	47.95	74.49	64.68	70.38	61.56	73.64	103.89	71.41	78.85	72.67	53.85	67.53	81.56	78.91	103.64	96.97	74.93	109.33	89.14	98.03	93.87	96.51	84.68	72.63	109.32	47.94	83.27	62.71	43.95	42.81	56.45	61.49	59.33	58.51	42.64	59.81	67.71	57.07	68.89	39.3	67.83	48.46	73.54	79.35	92.28	61.63	91.49	43.2	59.62	51.73	72.16	70.82	1638.18	40.44	57.21	57.17	615.34	48.34	69.54	65.71	63.27	61.61	61.82	90.72	80.64	77.52	86.47	74.41	82.72
USP2	NM_001243759.1	NM_001243759.1:676	Endogenous	mRNA	2	26.88	20	27.69	34.76	20	33.96	21.18	32.48	26.07	23.55	20.47	23.27	20	20	20	20	20	20	20	20	20	20	20	20	20	21.34	26.35	23.98	20	21.68	20.77	20	21.89	20	20	20	37.85	45.42	20	29.89	39.83	47.04	38.32	73.15	32.5	40.66	33.09	30.25	20	22.43	23.18	28.18	24.79	22.55	20	28.61	38.15	47.25	37.3	36.76	36.21	53.38	42.7	71.78	43.96	34.33	40.65	79.2	20	20	20	20	20	20	20	20	20	20	20	20
VIM	NM_003380.2	NM_003380.2:694	Endogenous	mRNA	2	5931.66	4847.11	6868.02	6346.2	5626.57	4608.32	6778.29	5517.27	8100.63	6648.16	6848.54	5266.98	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	23682.04	18029.96	22202.6	23186.11	23309.15	20483.06	16234.97	9696.96	14384.01	12667.05	15256.34	18155.95	20	20	20	20	20	20	20	20	23.48	31.17	30.43	31.79	32.07	46.46	39.57	20	22.86	28.16	20	24.37	20	20	20	20	20	20	20	20	20	20	20	20
VIPR1	NM_004624.3	NM_004624.3:1000	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	86.34	92.97	64.2	62.68	82.23	59.82	107.12	78.85	79.27	75.79	86.83	71.71	31.15	30.48	37.95	40.96	48.59	27.3	39.04	25.37	36.81	35.86	40.94	40.45	20	20	20	20	20	20	20	20	20	20	20	20	20	33.64	35.27	29.22	29.3	30.4	28.99	22.15	97.83	116.63	109.95	109.29	116.91	117.64	101.02	84.44	98.46	102.98	90.2	85.29	46.36	50.11	54.44	57.15	48.34	57.14	110.34	97.36	111.73	93.68	109.05	116.33
VWA1	NM_199121.2	NM_199121.2:2075	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21.52	20	24.54	20	20	20	20	20	29.01	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
XAF1	NM_199139.2	NM_199139.2:313	Endogenous	mRNA	2	38.74	30.03	57.3	43.04	31.17	41.86	48.41	42.03	57.93	49.82	47.07	47.24	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	22.9	20	20	20	20	20	25.45	20.17	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	312.44	20	20	20	179.73	20	20	20	20	20	20	20	20	20	20	20	20
ZFAND2A	NM_182491.2	NM_182491.2:139	Endogenous	mRNA	2	54.55	42.28	69.71	47.18	53.33	48.18	64.3	54.45	70.48	67.03	49.12	61.34	96.49	133.4	143.22	136.55	111.69	107.04	122.83	105.13	118.91	115.68	102.26	111.09	72.68	46.74	82.22	60.94	70.46	64.24	59.81	55.82	88.55	49.81	64.71	77.62	111.03	75.7	114.61	91.43	88.61	89.9	74.86	125.16	97.51	125.95	81.45	101.56	134.05	127.37	132	110.62	109.31	140.21	148.02	181.79	129.14	105.57	126.64	108.3	126.22	95.89	127.05	159.38	116.92	124.98	116.88	177.44	73.98	82.84	65.71	70.41	66.35	60.88	52.31	45.24	63.84	63.82	66.71	63.77
ZFP36	NM_003407.2	NM_003407.2:1430	Endogenous	mRNA	2	160.49	115.2	155.66	119.19	146.83	135.05	176.25	166.21	184.41	143.13	171.23	133.97	277.63	230.41	349.41	279.81	281.06	259.73	277.07	269.39	289.02	239.33	295.21	300.92	115.25	114.82	139.14	125.88	153.07	146.95	125.44	116.71	136.31	151.42	176.96	133.37	290.19	237.19	219.5	235.6	253.89	283.28	282.51	214.57	249.64	254.87	311.8	259.3	355.7	322.02	404.06	360.03	376.38	532.4	412	491.85	212.3	217.17	186.52	169.9	207.95	212.53	223.9	441.21	206.59	197.15	175.32	292.44	981.51	1009.38	991.25	1020.47	1017.94	967.59	710.24	743.5	726.22	667.07	742.79	742.78
ZNF165	NM_003447.3	NM_003447.3:1985	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	79.57	82.19	279.04	224.97	90.82	81.85	65.7	68.99	143.69	111.69	109.98	101.24	42.57	34.55	50.59	47.95	53.45	41.76	41.54	31.71	57.71	48.81	36.98	40.45	20	20	20	20	20	20	20	20	20	20	20	20	82.29	81.71	91.7	80.35	65.36	69.61	61.8	81.21	73.37	68.37	64.79	75.51	72.42	54.37	79.15	102.39	84.39	67.77	77.5	143.93	63.13	72.61	62.89	54.08	68.24	61.82	67.84	72.78	79.8	80.3	62.86	88.75
ZNF362	NM_152493.2	NM_152493.2:1766	Endogenous	mRNA	2	20	20	20	20	20	25.27	20	21.01	20	20	20	25.38	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21.08	27.97	20	24.89	20	20	20	21.92	20	20	25.23	25.23	20	21.98	22.9	20	24.95	20	20	20	26.73	25.21	31.85	24.03	33.25	21.91	22.54	20	20	20.3	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
ZSCAN12P1	NR_024063.2	NR_024063.2:3410	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	37.24	39.08	72.85	64.92	33.14	34.63	20	32.85	39.64	55.84	20	32.34	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20.41	20	20	20	20	20	20	20	20
AGK	NM_018238.3	NM_018238.3:816	Housekeeping	mRNA	2	243.5	274.53	291.26	297.98	248.64	273.26	233.73	267.46	270.34	293.5	257.19	258.06	267.48	278.92	214.83	250.71	260.2	245.56	267.07	262.82	234.52	239.33	229.61	257.33	116.28	130.06	103.3	119.89	99.61	127.68	114.64	125.59	118.4	107.59	96.4	124.62	170.33	171.58	169.76	161.75	168.26	158.89	133.68	145.48	145.62	165.61	152.72	161.34	138.03	132.97	142.08	127.31	110.44	123.54	128.94	117.19	113.49	121.65	110.93	108.3	110.7	114.67	118.72	108.72	130.99	126.74	111.8	113.47	152.9	144.2	143.62	136.74	155.44	166.73	150.39	158.34	188.11	134.86	183.45	160.27
DDX50	NM_024045.1	NM_024045.1:1185	Housekeeping	mRNA	2	271.96	242.66	266.43	287.22	272.19	266.94	251.89	245.49	239.45	234.62	276.29	260.18	133.74	119.92	196.31	161.17	158.33	122.78	149.96	174.12	161.85	147.59	179.44	140.62	274.1	234.72	282.49	274.74	259.97	265.8	285.77	263.86	258.69	286.9	237.71	288.6	246.03	194.29	217.33	209.22	219.04	250.88	204.08	262.52	182.03	172.56	187.08	198.08	188.47	191.45	225.71	184.71	215.24	212.77	215.92	237.16	345.35	352.9	355.38	349.74	374.52	352.91	360.32	369.43	328.79	375.82	368.43	400.58	235.76	231.13	213.08	207.15	211.36	238.85	211.68	220.3	257.66	227.51	223.22	253.34
DHX16	NM_001164239.1	NM_001164239.1:2490	Housekeeping	mRNA	2	111.47	113.98	106	100.98	112.89	101.09	121.03	114.62	107.17	91.49	114.61	113.52	148.97	153.61	171.62	177.96	170.6	143.24	149.96	149.48	193.23	145.59	133.13	127.96	99.67	93.48	86.43	82.92	92.33	102.79	90.55	84.99	96.51	85.67	108.29	83.08	109.77	119.85	113.53	115.16	124.46	140.07	91.79	105.66	113.12	96.2	96.72	110.92	82.29	91.32	72.55	80.35	93.53	102.95	99.19	85.82	97.83	99.54	108.97	112.28	99.32	101.82	109.35	103.44	101.1	94.17	91.47	103.57	87.79	86.93	76.97	77.56	101.41	95.54	90.72	94.41	79.8	86.47	88.52	106.85
ERCC3	NM_000122.1	NM_000122.1:1950	Housekeeping	mRNA	2	57.71	61.28	58.25	64.56	76.18	67.13	63.54	61.13	67.59	67.03	68.9	69.8	108.34	76.8	55.56	54.84	57.69	78.71	82.84	73.92	61.11	85.76	77.18	91.4	70.6	83.32	70.62	66.94	94.75	68.26	70.61	77.38	73.63	91.65	73.95	73.24	59.3	76.96	68.12	66.81	60.73	65.86	66.84	60.14	70.21	81.32	72.54	66.99	110.16	97.73	104.79	106.44	104.8	76.48	105.29	98.74	70.44	64.35	66.76	62.6	67.25	79.08	79.15	67.55	70.33	71.29	66.06	76.16	74.97	74.66	76.97	72.45	77.72	74	84.18	73.76	55.86	81.33	80.82	74.11
MTMR14	NM_022485.3	NM_022485.3:720	Housekeeping	mRNA	2	109.89	91.3	116.5	106.78	112.2	108.2	118	110.8	98.48	116.86	98.92	100.83	150.67	165.73	112.36	127.59	137.46	152.69	135.68	142.91	146.99	97.73	127.35	147.65	116.28	103.64	115.95	84.92	80.18	73.08	104.67	125.59	89.55	80.69	97.73	86.36	87.06	85.79	84.34	104.61	97.57	94.08	105.16	116.22	109.22	103.14	96.72	90.03	155.29	153.8	151.15	160.71	154.39	138.25	168.62	143.03	128.16	114.62	110.93	122.21	108.63	119.61	102.06	130.89	125.71	115.3	120.69	129.47	140.08	118.63	126.72	129.6	110.89	112.4	98.08	96.38	90.07	113.24	84.67	102.54
NUBP1	NM_002484.3	NM_002484.3:230	Housekeeping	mRNA	2	147.84	148.91	137.51	129.95	130.9	124.78	133.89	135.64	131.31	145.84	134.39	120.57	123.58	145.52	172.85	170.12	155.87	141.67	151.39	141.26	123.87	121.66	152.43	153.27	247.11	242.85	245.6	244.77	247.82	281.06	258.36	246.1	273.61	248.05	239.03	242.69	133.74	160.23	153.54	138.9	160.3	135.89	174.67	169.87	195.03	198.34	178.17	150.54	184.49	195.45	198.51	199.32	155.51	180.41	170.9	169.79	254.37	281.52	278.8	266.28	263.82	278.77	268.68	256.49	256.7	278.12	298.56	252.08	287.06	282.26	309.77	329.61	296.66	290.37	309.76	300.94	286.16	290.3	265.56	241.27
SAP130	NM_024545.3	NM_024545.3:3090	Housekeeping	mRNA	2	260.1	293.52	248.29	236.73	232.02	275.63	236.76	256	254.89	253.64	240.81	297.55	247.16	258.71	255.58	276.45	273.7	303.8	247.08	261.18	252.69	315.12	248.9	296.7	229.46	281.46	239.27	303.71	208.95	274.64	240.91	244.83	245.75	276.94	269.4	273.3	267.48	281.34	230.31	219.77	228	250.88	266.47	251.14	185.93	201.32	239.26	303.24	290.67	340.44	318.41	334.98	331.31	350.03	293.74	375.58	246.54	278.5	227.76	255.35	218.3	243.18	238.48	297.66	240	257.88	228.68	229.23	327.5	321.12	332.3	370.43	295.71	310.04	281.97	337.33	340.88	339.71	334.83	317.96
SF3A3	NM_006802.2	NM_006802.2:2060	Housekeeping	mRNA	2	392.91	405.05	400.12	363.37	416.94	371.98	413.01	379.22	416.13	387.71	407.95	389.91	215	214.24	235.82	221.61	220.92	229.82	197.09	193.83	251.04	271.24	235.4	196.86	240.88	224.56	263.51	263.75	303.7	249.74	248.39	235.95	277.59	267.97	281.29	254.71	420.14	341.9	471.43	448.34	361.42	333.46	409.06	204.81	425.16	354.04	388.15	323.4	260.14	242.71	242.84	278.63	271.58	242.18	232.71	219.62	271	242.3	297.46	259.33	334.17	221.43	285.34	214.27	276.04	271.08	288.39	215.52	148.95	161.58	158.64	156.13	144.07	149.87	181.44	178.99	196.09	157.5	166.78	150.8
USP39	NM_001256725.1	NM_001256725.1:806	Housekeeping	mRNA	2	166.81	156.87	154.7	177.13	142.67	172.17	168.68	175.76	183.45	166.68	161	157.23	206.53	223.67	250.64	224.97	224.61	229.82	237.08	228.32	227.92	263.26	245.04	210.92	331.2	311.94	368.92	387.63	413.03	351.73	348.07	303.19	324.35	327.74	363.17	369.49	330.56	290.17	294.1	316.47	328.56	300.01	352.02	478.71	332.85	361.97	367.79	373.82	230.94	209.07	208.58	196.19	234.4	269.63	206	250.08	200.56	197.06	196.34	205.67	203.81	201.66	170.79	196.33	180.22	164.59	199.46	204.1	253.52	313.96	314.46	300.02	325.1	276.32	312.21	277.34	316.94	310.89	320.72	309.35
NEG_A	ERCC_00096.1	ERCC_00096.1:230	Negative	SYSTEM	3	3	1	1	1	1	2	1	1	1	1	5	1	1	2	1	4	1	1	1	1	1	3	2	1	4	2	1	1	1	1	1	5	3	1	1	3	2	1	3	3	1	2	3	3	1	2	2	4	1	4	1	3	1	1	1	2	1	3	1	1	3	2	2	2	1	3	5	2	3	1	3	4	1	3	2	3	4	1	2	2
NEG_B	ERCC_00041.1	ERCC_00041.1:440	Negative	SYSTEM	3	1	2	3	4	1	2	5	2	2	1	3	1	1	1	1	1	2	2	3	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	5	1	7	4	8	4	2	3	1	6	6	7	1	1	3	4	1	1	2	1	1	1	1	2	2	2	1	2	1	1	1	1	1	3	1	2	6	1	1	3	1	2	2	2
NEG_C	ERCC_00019.1	ERCC_00019.1:140	Negative	SYSTEM	3	2	1	1	1	2	1	4	1	2	1	1	2	2	2	1	1	3	1	1	1	1	1	2	1	5	2	1	1	3	2	3	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2	3	1	1	2	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	2	1	1
NEG_D	ERCC_00076.1	ERCC_00076.1:355	Negative	SYSTEM	3	3	2	1	2	1	3	1	1	1	2	2	1	1	3	3	1	2	1	1	3	2	1	1	1	1	2	2	1	1	1	1	2	1	3	1	1	1	1	3	2	2	3	1	1	1	2	2	1	1	1	1	2	1	1	2	5	2	1	1	1	2	3	2	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	3
NEG_E	ERCC_00098.1	ERCC_00098.1:785	Negative	SYSTEM	3	1	2	2	1	1	1	4	2	2	3	1	3	4	2	5	2	1	6	3	4	1	2	3	4	1	3	4	4	1	3	2	1	2	1	1	1	2	1	3	3	1	2	1	4	2	1	3	6	1	1	1	3	1	3	1	1	1	1	2	5	4	1	9	3	1	2	2	1	3	3	3	4	1	1	1	3	2	3	4	5
NEG_F	ERCC_00126.1	ERCC_00126.1:220	Negative	SYSTEM	3	2	4	3	2	6	5	2	1	3	4	2	1	3	1	4	2	3	1	5	1	5	7	4	2	2	3	5	3	3	3	2	4	2	2	2	1	5	3	2	6	5	2	4	1	3	3	4	5	2	4	4	2	3	2	2	2	3	5	1	2	2	5	3	5	4	3	1	5	3	4	2	4	3	7	1	2	3	3	1	5
NEG_G	ERCC_00144.1	ERCC_00144.1:15	Negative	SYSTEM	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	4	3	2	3	2	1	1	1	4	2	1	4	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
NEG_H	ERCC_00154.1	ERCC_00154.1:115	Negative	SYSTEM	3	1	1	1	2	1	3	3	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	3	1	1	1	1	1	1	1	3	1	1	3	3	2	3	2	2	2	2	3	1	1	1	1	1	1	1	1	3	3	1	2	1	3	1	1	1	2	2	1	1	2	1	4	1	1	2	1	1	1	1	1
POS_A	ERCC_00117.1	ERCC_00117.1:385	Positive	SYSTEM	3	4419	3938	3937	3556	4235	4565	4954	4312	3188	3730	4255	4916	3782	3951	3623	4184	3941	3921	3849	4299	3102	2585	3620	4454	5553	5329	5595	4647	5034	5673	4796	5114	4950	4556	3807	6140	4806	4550	4863	6049	5564	5912	5282	4704	5319	5819	4662	6748	3302	4609	3973	3606	3506	4341	4370	3838	4308	4689	4433	4103	4580	4920	4756	3748	4364	4032	4296	5226	3998	4114	4018	4354	4266	4178	5261	3738	4071	4201	3656	4702
POS_B	ERCC_00112.1	ERCC_00112.1:695	Positive	SYSTEM	3	1700	1380	1370	1308	1506	1621	1691	1519	1145	1342	1458	1669	1196	1248	1211	1285	1224	1304	1212	1308	965	790	1121	1419	1563	1585	1566	1391	1374	1677	1500	1561	1492	1286	1110	1774	1452	1321	1465	1857	1670	1854	1667	1545	1609	1800	1516	2100	1113	1734	1395	1291	1260	1364	1487	1338	1208	1356	1175	1113	1225	1380	1380	1109	1293	1215	1238	1517	1257	1254	1181	1308	1245	1289	1539	1110	1234	1167	1084	1374
POS_C	ERCC_00002.1	ERCC_00002.1:850	Positive	SYSTEM	3	463	405	401	382	463	437	471	428	338	385	465	475	335	370	349	389	358	349	363	359	288	235	317	405	444	425	454	387	393	465	404	463	459	379	332	513	402	367	427	563	407	541	451	440	441	503	431	590	286	451	357	362	331	402	405	349	300	386	358	314	346	388	397	299	337	321	330	371	344	339	361	392	362	362	442	324	391	387	367	397
POS_D	ERCC_00092.1	ERCC_00092.1:540	Positive	SYSTEM	3	108	122	101	91	119	111	135	83	92	83	97	118	80	87	90	108	70	94	95	79	65	56	85	102	107	129	121	105	88	99	122	104	100	105	91	136	121	88	104	113	115	123	119	100	98	103	91	142	75	126	84	97	76	96	107	99	80	87	86	81	96	111	101	69	99	97	93	113	102	104	106	77	70	95	117	75	96	92	85	103
POS_E	ERCC_00035.1	ERCC_00035.1:485	Positive	SYSTEM	3	20	17	12	17	14	22	29	16	16	17	20	31	10	17	12	17	18	13	13	17	11	9	18	11	26	26	19	17	25	33	15	22	21	22	17	21	21	21	15	29	26	24	27	17	24	19	13	31	14	28	16	17	18	26	17	22	12	16	14	18	10	19	21	16	15	14	17	30	11	23	15	22	20	11	17	21	14	19	16	11
POS_F	ERCC_00034.1	ERCC_00034.1:195	Positive	SYSTEM	3	10	14	10	10	11	14	14	11	13	9	19	12	11	12	10	19	12	5	8	13	6	11	5	8	17	12	14	17	9	17	12	11	9	9	15	13	10	7	19	17	9	11	10	9	8	14	6	16	8	14	7	13	5	13	6	10	8	4	5	11	6	14	20	8	7	12	11	13	9	10	13	8	8	10	15	6	12	10	13	7
